0,X,Y,XY,X2,Y2,x,y,xy,x2,y2
1,-142.58,-28.385,4047.1333000000004,20329.056400000005,805.7082250000001,5.2929,5.6447,29.876832630000003,28.014790410000003,31.862638090000004
1,-142.5,-28.165,4013.5125,20306.25,793.2672249999999,9.2449,16.319000000000003,150.86752310000003,85.46817601,266.3097610000001
1,-124.98,-28.421,3552.05658,15620.0004,807.753241,9.1713,16.337,149.8315281,84.11274369,266.897569
1,-125.04,-28.046999999999997,3506.9968799999997,15635.001600000001,786.6342089999998,0.15941,0.80494,0.12831548539999998,0.0254115481,0.6479284036
1,-107.15,-28.096,3010.4864000000002,11481.122500000001,789.385216,9.2615,-4.2155,-39.041853249999996,85.77538224999999,17.770440249999996
1,-89.23700000000001,-27.995,2498.189815,7963.242169000002,783.7200250000001,-2.3032,-15.831,36.461959199999995,5.30473024,250.62056099999998
1,-89.26799999999999,-28.212,2518.4288159999996,7968.775823999998,795.916944,9.1933,-15.402000000000001,-141.5952066,84.51676489000002,237.22160400000004
1,-71.102,-28.13,2000.09926,5055.494404000001,791.2968999999999,9.3534,-15.819,-147.96143460000002,87.48609156,250.24076100000002
1,-71.54,-28.013,2004.0500200000004,5117.971600000001,784.7281690000001,-8.427999999999999,6.3492,-53.511057599999994,71.03118399999998,40.312340639999995
1,-53.423,-28.189,1505.940947,2854.0169290000003,794.619721,-3.0006,5.4072,-16.22484432,9.00360036,29.237811839999996
1,-53.638000000000005,-28.316999999999997,1518.867246,2877.0350440000007,801.8524889999998,9.379,6.6232,62.118992799999994,87.96564099999999,43.866778239999995
1,-53.3,-27.97,1490.801,2840.89,782.3208999999999,3.9017,16.448,64.1751616,15.223262889999999,270.536704
1,-53.636,-28.44,1525.40784,2876.8204960000003,808.8336,8.9102,-15.668,-139.60501359999998,79.39166404,245.48622399999996
1,-35.623000000000005,-28.295,1007.9527850000002,1268.9981290000003,800.6070250000001,8.911,-4.4567,-39.713653699999995,79.40592099999999,19.86217489
1,-35.374,-27.971,989.4461540000001,1251.3198760000002,782.376841,3.5377,16.462,58.2376174,12.515321290000001,270.997444
1,-17.85,-28.275,504.70875,318.62250000000006,799.4756249999999,3.6244,16.339000000000002,59.21907160000001,13.13627536,266.96292100000005
1,17.688,-28.303,-500.62346399999996,312.86534399999994,801.0598090000001,-8.8381,15.876,-140.3136756,78.11201161000001,252.04737599999999
1,17.771,-28.397,-504.643087,315.808441,806.389609,3.7060000000000004,16.237000000000002,60.17432200000001,13.734436000000002,263.64016900000007
1,35.709,-28.0,-999.8520000000001,1275.1326810000003,784.0,-3.2795,5.4392,-17.8378564,10.755120250000001,29.584896639999997
1,53.523,-28.39,-1519.51797,2864.711529,805.9921,-3.1793,5.6099,-17.835555069999998,10.10794849,31.470978009999996
1,53.471000000000004,-28.291999999999998,-1512.801532,2859.1478410000004,800.4372639999999,9.3726,15.932,149.32426320000002,87.84563076,253.82862400000002
1,53.824,-28.009,-1507.556416,2897.0229759999997,784.504081,-8.7003,-15.658,136.2292974,75.69522009,245.17296399999998
1,71.544,-28.208000000000002,-2018.1131520000001,5118.543935999999,795.6912640000002,-2.325,-15.753,36.625725,5.405625000000001,248.15700900000002
1,71.683,-28.15,-2017.8764500000002,5138.452489000001,792.4224999999999,-8.4198,-4.4212,37.22561976,70.89303204000001,19.547009439999997
1,71.421,-28.166,-2011.6438860000003,5100.9592410000005,793.323556,-3.2798,5.4651,-17.924434979999997,10.75708804,29.867318009999995
1,89.51799999999999,-28.109,-2516.261462,8013.472323999998,790.1158810000001,8.9786,-4.2854,-38.47689244,80.61525796000001,18.36465316
1,89.051,-28.443,-2532.877593,7930.080601000001,809.0042490000001,3.7679,-15.765,-59.400943500000004,14.19707041,248.53522500000003
1,89.353,-28.194000000000003,-2519.218482,7983.958608999999,794.9016360000002,9.3378,16.044,149.8156632,87.19450884,257.409936
1,107.29,-28.441999999999997,-3051.54218,11511.144100000001,808.9473639999998,3.6862,16.215,59.771733,13.58807044,262.926225
1,107.01,-28.044,-3000.98844,11451.1401,786.465936,-2.1462,-16.131,34.6203522,4.606174439999999,260.209161
1,125.21,-28.288,-3541.9404799999998,15677.5441,800.210944,3.8280000000000003,-16.164,-61.87579200000001,14.653584000000002,261.27489600000007
1,125.12,-28.035,-3507.7392,15655.014400000002,785.961225,-3.8048,-5.0427,19.186464960000002,14.47650304,25.42882329
1,125.15,-28.335,-3546.12525,15662.522500000001,802.8722250000001,-8.6127,6.4095,-55.20310065,74.17860129,41.08169025000001
1,142.87,-28.166999999999998,-4024.21929,20411.836900000002,793.3798889999999,-8.3746,6.5153,-54.56303137999999,70.13392515999999,42.44913409
1,125.14,4.4649,558.737586,15660.0196,19.93533201,3.5557,-15.853,-56.3685121,12.643002489999999,251.317609
1,124.9,4.02,502.09799999999996,15600.010000000002,16.160399999999996,-8.7096,-4.3123,37.55840808,75.85713216,18.595931289999996
1,124.85,4.0231,502.284035,15587.5225,16.185333610000004,5.0885,5.7193,29.102658049999995,25.892832249999998,32.71039249
1,124.9,4.0064,500.39936000000006,15600.010000000002,16.05124096,-8.5557,16.281,-139.2953517,73.20000249,265.07096099999995
1,89.34100000000001,4.3368,387.45404880000007,7981.814281000002,18.807834240000002,9.3483,6.5404,61.14162132,87.39071289,42.77683216
1,71.617,4.2954,307.62366180000004,5128.994689000001,18.45046116,9.1441,16.308,149.12198279999998,83.61456481,265.95086399999997
1,71.348,4.0531,289.1805788,5090.537104,16.427619609999997,9.1282,-15.618,-142.5642276,83.32403524,243.92192400000002
1,53.558,4.3942,235.3445636,2868.459364,19.308993639999997,-8.4764,-15.809000000000001,134.0034076,71.84935696,249.92448100000004
1,53.787,4.305,231.553035,2893.041369,18.533025,5.334,-5.3789,-28.691052599999995,28.451555999999997,28.932565209999996
1,53.663999999999994,4.0312,216.3303168,2879.824895999999,16.25057344,-3.0196,5.7621,-17.399237160000002,9.11798416,33.20179641
1,53.852,4.0307,217.06125640000002,2900.037904,16.246542490000003,9.1428,16.024,146.5042272,83.59079184,256.76857600000005
1,35.611999999999995,4.0641,144.73072919999998,1268.2145439999997,16.51690881,-8.6004,6.5168,-56.04708672,73.96688016,42.46868224
1,35.924,4.3905,157.724322,1290.533776,19.276490250000002,-3.7863,-5.0868,19.26015084,14.336067690000002,25.875534240000004
1,-53.382,4.0423,-215.7860586,2849.6379239999997,16.34018929,5.2147,-5.1475,-26.84266825,27.193096089999997,26.49675625
1,-53.595,4.115,-220.543425,2872.424025,16.933225,8.9523,16.227999999999998,145.27792439999996,80.14367528999999,263.34798399999994
1,-71.328,4.1179,-293.72157119999997,5087.683584,16.95710041,-8.8158,16.094,-141.88148520000001,77.71832964,259.016836
1,-71.366,4.0485,-288.925251,5093.105956,16.39035225,9.3537,6.4532,60.361296839999994,87.49170369,41.64379024
1,-71.266,4.4253,-315.3734298,5078.842756000001,19.58328009,9.0261,-15.602,-140.8252122,81.47048120999999,243.422404
1,-71.165,4.3452,-309.22615800000005,5064.457225000001,18.88076304,-2.0632,-15.735,32.464452,4.2567942400000005,247.59022499999998
1,-89.359,4.363,-389.87331700000004,7985.030880999999,19.035769000000005,-8.4936,-15.685,133.22211600000003,72.14124096000002,246.019225
1,-89.001,4.3214,-384.6089214,7921.178001000001,18.674497959999997,5.5364,-5.3544,-29.644100160000004,30.651724960000006,28.66959936
1,-88.991,4.2542,-378.5855122,7919.398081,18.09821764,-8.3805,6.3014,-52.8088827,70.23278024999999,39.707641960000004
1,-107.08,4.1593,-445.377844,11466.1264,17.29977649,3.5638,16.537,58.9345606,12.700670440000001,273.47236899999996
1,-107.04,4.327,-463.16208,11457.5616,18.722929,-3.833,-4.9934,19.139702200000002,14.691889000000002,24.934043560000003
1,-124.82,4.0549,-506.132618,15580.032399999998,16.44221401,-3.5397,-4.9279,17.44328763,12.52947609,24.284198410000002
1,-124.75,4.07,-507.7325,15562.5625,16.5649,5.1874,5.5126,28.59606124,26.909118760000002,30.388758759999998
1,-142.58,4.006,-571.1754800000001,20329.056400000005,16.048036000000003,5.3132,5.7852,30.73792464,28.230094240000003,33.468539039999996
1,-142.57,36.931999999999995,-5265.395239999999,20326.204899999997,1363.9726239999995,9.1506,-15.559000000000001,-142.37418540000002,83.73348036000002,242.08248100000003
1,-142.76,36.935,-5272.8405999999995,20380.417599999997,1364.1942250000002,8.9165,-4.3685,-38.95173025,79.50397224999999,19.083792250000002
1,-124.89,36.512,-4559.98368,15597.5121,1333.126144,5.4114,-5.1579999999999995,-27.9120012,29.283249960000006,26.604963999999995
1,-124.63,36.684,-4571.92692,15532.6369,1345.7158559999998,9.025,-15.604000000000001,-140.82610000000003,81.450625,243.48481600000002
1,-124.82,36.778,-4590.629959999999,15580.032399999998,1352.6212839999998,9.1732,6.5349,59.945944680000004,84.14759824,42.70491801000001
1,-88.98700000000001,36.595,-3256.4792650000004,7918.686169000001,1339.194025,-8.487,-4.2261,35.8669107,72.029169,17.85992121
1,-89.274,36.827,-3287.693598,7969.847076,1356.227929,-2.2103,16.345,-36.1273535,4.885426090000001,267.159025
1,-71.255,36.729,-2617.124895,5077.275024999999,1349.019441,-8.5553,15.887,-135.9180511,73.19315809000001,252.396769
1,-71.27199999999999,36.664,-2613.116608,5079.6979839999985,1344.248896,5.0817,5.818,29.565330599999996,25.823674889999996,33.849123999999996
1,-71.084,36.584,-2600.537056,5052.935056,1338.3890560000002,3.6361,-16.008,-58.206688799999995,13.22122321,256.256064
1,-53.677,36.827,-1976.7628789999999,2881.2203289999998,1356.227929,-3.8155,-5.0253,19.17403215,14.558040250000001,25.253640089999998
1,-53.468999999999994,36.899,-1972.9526309999999,2858.9339609999993,1361.5362010000001,4.8701,5.4947,26.75973847,23.71787401,30.191728089999998
1,-35.613,36.814,-1311.056982,1268.285769,1355.270596,9.2139,6.2639,57.71494821,84.89595321000002,39.23644321
1,-35.829,36.654,-1313.276166,1283.717241,1343.5157160000003,-2.035,16.647000000000002,-33.876645,4.141225,277.12260900000007
1,-35.421,36.919000000000004,-1307.7078990000002,1254.647241,1363.0125610000002,5.1477,-4.9748,-25.60877796,26.498815290000003,24.74863504
1,-17.586,36.578,-643.260708,309.26739599999996,1337.9500840000003,8.9273,-4.0701,-36.335003730000004,79.69668529000002,16.56571401
1,-17.808,36.717,-653.8563359999999,317.124864,1348.1380889999998,-2.0509,-15.77,32.342693,4.20619081,248.69289999999998
1,0.20915999999999998,36.927,7.723651319999999,0.04374790559999999,1363.603329,-2.3705,-16.184,38.364171999999996,5.61927025,261.92185600000005
1,17.739,36.584,648.9635760000001,314.672121,1338.3890560000002,-2.4895,-15.93,39.657735,6.19761025,253.76489999999998
1,17.974,36.575,657.3990500000001,323.064676,1337.7306250000001,5.5075,-4.9142,-27.0649565,30.332556250000003,24.149361640000002
1,17.795,36.914,656.8846300000001,316.6620250000001,1362.6433960000002,-8.7793,-4.3425,38.12411025,77.07610848999998,18.85730625
1,35.733000000000004,36.484,1303.682772,1276.8472890000003,1331.0822560000001,-8.4096,6.617999999999999,-55.65473279999999,70.72137215999999,43.797923999999995
1,35.931999999999995,36.6,1315.1111999999998,1291.1086239999997,1339.5600000000002,8.9572,-15.815999999999999,-141.6670752,80.23143184,250.14585599999998
1,35.608000000000004,36.746,1308.4515680000002,1267.9296640000002,1350.268516,-2.3177,-15.709000000000001,36.408749300000004,5.371733289999999,246.77268100000003
1,53.508,36.552,1955.8244160000002,2863.106064,1336.048704,-8.5528,6.6426,-56.812829279999995,73.15038784,44.12413476
1,53.598,36.768,1970.691264,2872.7456039999997,1351.885824,-2.2214,16.477,-36.6020078,4.93461796,271.491529
1,71.37100000000001,36.849000000000004,2629.9499790000004,5093.819641000001,1357.8488010000003,-8.5157,16.058,-136.7451106,72.51714649000002,257.85936399999997
1,71.602,36.701,2627.865002,5126.846404000001,1346.963401,-3.1260000000000003,5.5739,-17.4240114,9.771876000000002,31.068361210000003
1,89.542,36.775999999999996,3292.9965919999995,8017.769764000001,1352.4741759999997,9.1262,-4.2096,-38.41765152,83.28752644000001,17.72073216
1,124.82,36.848,4599.367359999999,15580.032399999998,1357.7751039999998,-3.9601,-5.4062,21.409092620000003,15.682392010000001,29.226998440000003
1,124.86,36.567,4565.75562,15590.0196,1337.145489,5.2410000000000005,5.5920000000000005,29.307672000000007,27.468081000000005,31.270464000000008
1,125.09,36.751,4597.182589999999,15647.508100000001,1350.6360009999999,-8.7286,6.6425,-57.9797255,76.18845796000001,44.122806250000004
1,124.93,36.506,4560.69458,15607.504900000002,1332.688036,-2.1888,16.468,-36.0451584,4.79084544,271.195024
1,107.38,36.708,3941.70504,11530.464399999999,1347.4772639999999,-8.4208,16.079,-135.3980432,70.90987264,258.534241
1,107.38,36.869,3958.99322,11530.464399999999,1359.323161,-2.4518,-15.954,39.1160172,6.01132324,254.53011600000002
1,142.91,36.91,5274.808099999999,20423.268099999998,1362.3480999999997,-8.3635,-15.725,131.5160375,69.94813225,247.275625
1,143.02,4.2452,607.148504,20454.720400000002,18.021723039999998,-4.0143,-4.9376,19.82100768,16.114604490000005,24.379893759999998
1,124.94,-60.773,-7592.97862,15610.0036,3693.3575290000003,-8.4318,16.333,-137.7165894,71.09525124000001,266.76688899999994
1,125.06,-60.586000000000006,-7576.885160000001,15640.0036,3670.663396000001,-3.0321,5.6618,-17.16714378,9.193630409999999,32.055979240000006
1,125.23,-60.453,-7570.52919,15682.5529,3654.5652090000003,-8.8246,-4.1017,36.195861820000005,77.87356516,16.82394289
1,89.32799999999999,-60.657,-5418.368495999999,7979.491583999998,3679.271649,5.3729,-5.1851,-27.85902379,28.868054409999996,26.88526201
1,89.515,-60.425,-5408.943875,8012.935225,3651.1806249999995,-8.3779,-4.385,36.7370915,70.18920841,19.228225
1,89.40799999999999,-60.813,-5437.168704,7993.790463999998,3698.2209690000004,9.0702,6.3158,57.28556916,82.26852803999999,39.88932964000001
1,89.29,-60.856,-5433.832240000001,7972.704100000001,3703.452736,-8.4463,15.939,-134.6255757,71.33998369000001,254.05172100000001
1,53.676,-60.763000000000005,-3261.5147880000004,2881.1129760000003,3692.1421690000006,9.2102,6.6256,61.02310112000001,84.82778404000001,43.89857536
1,53.8,-60.714,-3266.4132,2894.4399999999996,3686.1897959999997,-8.4547,-4.2347,35.803118090000005,71.48195209000001,17.932684090000002
1,53.456,-60.702,-3244.886112,2857.5439360000005,3684.7328039999998,3.9136,-15.937999999999999,-62.3749568,15.316264960000002,254.01984399999995
1,35.708,-60.756,-2169.4752479999997,1275.061264,3691.291536,3.5388,-15.788,-55.8705744,12.523105440000002,249.260944
1,36.006,-60.565,-2180.70339,1296.432036,3668.119225,-8.7079,-4.3421,37.81057259000001,75.82752241,18.853832410000003
1,35.711,-60.86600000000001,-2173.5857260000002,1275.2755209999998,3704.6699560000006,-8.5228,16.118,-137.3704904,72.63811984,259.7899239999999
1,17.994,-60.711000000000006,-1092.4337340000002,323.784036,3685.8255210000007,-2.2692,16.301,-36.990229199999995,5.149268640000001,265.72260099999994
1,18.115,-60.763999999999996,-1100.73986,328.15322499999996,3692.2636959999995,-2.0076,-15.909,31.938908400000003,4.03045776,253.09628100000003
1,0.31599,-60.75899999999999,-19.199236409999997,0.09984968009999999,3691.656080999999,-2.1198,-16.131,34.194493800000004,4.493552040000001,260.209161
1,0.14488,-60.858999999999995,-8.81725192,0.020990214400000002,3703.8178809999995,9.1934,6.2353,57.32360702,84.51860356,38.87896609
1,-0.12747999999999998,-60.615,7.7272001999999995,0.016251150399999994,3674.178225,3.6435,16.535999999999998,60.248915999999994,13.27509225,273.4392959999999
1,-18.01,-60.771,1094.4857100000002,324.36010000000005,3693.114441,-2.3859,16.499000000000002,-39.3649641,5.692518809999999,272.2170010000001
1,-17.719,-60.833999999999996,1077.917646,313.96296100000006,3700.7755559999996,9.3528,6.319,59.1003432,87.47486784,39.929761
1,-17.744,-60.912,1080.822528,314.849536,3710.2717439999997,5.3234,-5.2099,-27.734381660000004,28.338587560000004,27.14305801
1,-17.547,-60.77,1066.33119,307.89720900000003,3692.9929,-8.4415,-15.564,131.38350599999998,71.25892225,242.238096
1,-35.501,-60.636,2152.638636,1260.3210009999998,3676.7244960000003,-8.8003,-15.602,137.3022806,77.44528009,243.422404
1,-35.542,-60.476000000000006,2149.437992,1263.233764,3657.346576000001,-3.0202,5.4688,-16.51686976,9.12160804,29.90777344
1,-35.611999999999995,-60.891000000000005,2168.450292,1268.2145439999997,3707.7138810000006,8.9233,6.2938,56.161465539999995,79.62528289,39.611918440000004
1,-35.744,-60.46,2161.08224,1277.633536,3655.4116,3.9436,16.195,63.866602,15.55198096,262.278025
1,-53.239,-60.846000000000004,3239.380194,2834.3911209999997,3702.2357160000006,-3.58,-5.2039,18.629962,12.8164,27.08057521
1,-71.296,-60.495,4313.05152,5083.119616000001,3659.645025,-8.5874,-4.3538,37.38782212,73.74343876,18.955574439999996
1,-71.551,-60.512,4329.694112,5119.545601000001,3661.702144,3.5741,-16.123,-57.6252143,12.77419081,259.95112900000004
1,-106.91,-60.453,6463.03023,11429.748099999999,3654.5652090000003,5.1889,-5.0796,-26.35753644,26.92468321,25.80233616
1,-107.0,-60.843,6510.201,11449.0,3701.8706490000004,-2.1609,16.203,-35.0130627,4.669488809999999,262.53720899999996
1,-125.07,-60.66,7586.7462,15642.504899999998,3679.6355999999996,-2.0983,16.254,-34.10576820000001,4.402862890000001,264.19251600000007
1,-124.66,-60.708999999999996,7567.983939999999,15540.1156,3685.5826809999994,8.9269,-4.0939,-36.545835909999994,79.68954361,16.760017209999997
1,-89.24700000000001,-60.825,5428.448775000001,7965.027009000002,3699.6806250000004,-8.4706,6.6691,-56.49127846,71.75106435999999,44.476894810000005
1,-89.29700000000001,-93.07799999999999,8311.586166,7973.954209000002,8663.514083999999,-2.0354,16.21,-32.99383400000001,4.1428531600000005,262.76410000000004
1,-89.355,-93.06299999999999,8315.644365,7984.316025000001,8660.721968999998,9.0809,6.4561,58.62719849,82.46274480999999,41.68122721
1,-89.256,-93.259,8323.925304,7966.633536,8697.241081,-3.7109,-4.9816,18.486219440000003,13.770778810000001,24.816338560000002
1,-89.29700000000001,-93.10600000000001,8314.086482000002,7973.954209000002,8668.727236000002,3.6855,-16.081,-59.2665255,13.582910250000001,258.59856099999996
1,-71.24,-92.87100000000001,6616.13004,5075.137599999999,8625.022641000001,5.2082,-4.9959,-26.019646379999998,27.125347239999996,24.959016809999998
1,-53.687,-93.12100000000001,4999.387127,2882.293969,8671.520641000001,9.3026,-4.1632,-38.728584319999996,86.53836676,17.33223424
1,-53.582,-93.01799999999999,4984.090475999999,2871.030724,8652.348323999997,-8.488,6.4957,-55.1355016,72.046144,42.19411849
1,-17.887,-93.16,1666.35292,319.944769,8678.7856,-3.3106,5.4061,-17.897434660000002,10.96007236,29.225917210000002
1,-17.588,-93.34899999999999,1641.8222119999998,309.33774400000004,8714.035800999998,-8.5583,-4.4081,37.72584223,73.24449888999999,19.43134561
1,0.040465,-93.219,-3.7721068349999998,0.001637416225,8689.781960999999,-8.639,-4.1458,35.8155662,74.63232099999999,17.187657640000005
1,0.19626,-92.965,-18.2453109,0.0385179876,8642.491225,8.9555,-4.2298,-37.8799739,80.20098025000001,17.89120804
1,17.965999999999998,-93.193,-1674.3054379999996,322.77715599999993,8684.935249,8.9215,6.3986,57.0851099,79.59316225,40.94208196
1,53.748000000000005,-93.324,-5015.978352,2888.8475040000003,8709.368976,-8.6039,6.4972,-55.901259079999996,74.02709520999998,42.21360784
1,71.259,-93.11,-6634.92549,5077.845081,8669.472099999999,-8.7104,-4.4764,38.99123456,75.87106816,20.03815696
1,71.692,-93.182,-6680.403944,5139.742863999999,8682.885124,5.2699,-5.1273,-27.02035827,27.771846009999997,26.289205289999998
1,71.627,-92.99600000000001,-6661.0244920000005,5130.427129,8648.256016000001,3.6377,16.685,60.695024499999995,13.23286129,278.38922499999995
1,106.92,-93.104,-9954.67968,11431.886400000001,8668.354816,-8.764,16.267,-142.563988,76.80769599999999,264.61528899999996
1,107.13,-92.964,-9959.23332,11476.836899999998,8642.305296,3.6936,16.336,60.3386496,13.64268096,266.86489599999993
1,107.06,-92.95700000000001,-9951.97642,11461.8436,8641.003849,-3.1012,5.7462,-17.82011544,9.61744144,33.01881444
1,89.363,-93.271,-8334.976373,7985.745769,8699.479441,-3.3482,5.5841,-18.69668362,11.210443239999998,31.182172810000004
1,89.163,-93.304,-8319.264552,7950.040569,8705.636416000001,5.4332,-4.9195,-26.7286274,29.519662240000002,24.201480250000003
